Id,SalePrice
2322,280953.58856641676
688,140065.87085197738
143,138395.97926892596
804,203142.4860735105
1214,150628.7102755938
2828,144214.50853638994
1999,162477.53105472316
2467,189176.29677230678
2665,133288.23563792254
1538,363208.87841645954
398,116517.87773601594
2822,139940.3092228987
2157,134847.44640962442
1856,181616.64713996954
1269,84718.7241270199
2570,125761.34049674076
2320,220977.84667528467
1517,134775.670689932
2304,134652.4425875452
1312,94089.56531629885
2012,130602.96014506216
506,258601.25742084405
2865,237112.92118030734
2367,89764.74236108799
554,63655.81741597899
238,127828.48346327328
1954,114341.92040502814
2488,128492.67385766747
2291,89154.55381555948
1969,89854.07159010386
2725,161980.7398506011
1482,152154.97703685844
2763,204037.75693714636
503,241695.48165171413
1584,265880.9488394223
1531,106334.29390008331
2210,157690.879631805
459,334183.67459456454
556,133953.84151701833
1347,137652.30195067602
1290,69261.54297636806
1388,103950.79824001511
1571,308513.1186450785
2754,186997.94302974016
765,128440.33752799858
2494,135857.4692944054
2870,194531.3835034142
7,207997.26832108677
1114,261824.51325635286
2418,277954.0843681044
291,144846.1768761623
18,332130.15416502976
39,402807.63866393873
1001,269121.7322835699
2442,232539.07446427425
616,100533.71649286085
2680,81972.92624923548
1414,113422.10403255494
289,125704.40555887943
40,243977.8773928403
860,126088.97167353432
409,136078.242424507
673,139992.2094968214
2427,160913.1672559387
2036,234115.85179955442
2564,147893.40039787767
642,129074.62046073661
1008,194925.79072875206
1908,161691.3850115491
2519,237741.10069797988
1369,101467.57409465051
2855,152932.42130409362
712,96738.9325186252
1943,111541.2903265189
1958,134761.0998201971
107,132582.3726541774
2295,203256.19968889584
704,100174.32773504373
676,142469.90690502708
259,192164.26729711326
93,287016.7527412245
106,227139.70465825827
2315,182690.19753578264
1050,108534.78562110357
1095,197767.76814379092
2709,154194.8399025978
758,130047.78966710568
1496,167284.12521390786
2370,124792.09575736917
2458,301072.51327431714
2733,125150.97684006761
161,230770.15025915223
726,140021.52594779886
845,205858.60699848598
947,250828.99931838887
2232,119113.86530493275
2563,180059.20440016378
2299,98478.08210658308
211,84191.84235966018
605,137402.83982124395
1478,203795.01005199156
2247,257606.59939220152
2274,171083.79111385855
2869,184208.51212601794
967,222255.87129506975
2656,121091.65095670053
667,240888.4741077608
1042,102582.11224731135
2023,161640.0896727866
2447,414624.8879894236
2055,107616.90051643719
2275,279155.0343742694
2204,162023.2836553574
1563,275587.7078377181
483,212221.86156056848
796,126128.20465012186
1526,150953.2751794013
2042,107865.95922528121
442,358708.03102594265
1693,343263.3248825665
1468,210680.22318105798
1430,188475.4835999153
2605,132770.6463287577
1529,188806.36821101198
335,154221.79903954582
1287,139313.79791155367
31,99931.3365385069
1785,302966.762208334
82,158675.64769713295
2620,125622.52542072357
252,177983.8238539708
721,65351.264783440565
2165,176788.83758681163
2316,180405.17285457824
775,125359.2074385926
1558,126202.0575934458
17,207358.6901766943
1022,227405.00020134053
925,115827.16632217614
438,276183.9046450478
1270,142055.4684973105
1272,116799.20606305003
215,120602.67498121344
266,231593.89540553087
2402,290246.99977576506
1250,133619.80537738328
1984,126665.74374152342
1279,137938.1046447597
377,269849.38953096827
1252,126547.68733592753
2156,281678.619804034
499,319396.68647186167
1374,107323.23529654538
2898,264437.8031100778
401,116960.25575781033
2721,157020.55588700573
2078,214384.31774260843
2589,125055.18097124477
1946,266831.67281862977
1334,120908.86878528104
2781,219366.30122554867
431,433227.325396664
576,215472.18491584537
1474,218664.07106255234
2254,152389.3667390918
2155,290694.6945738543
885,113406.94606500043
643,131180.7089058363
1944,120577.19390807008
480,186891.92377009944
2845,106851.71341015617
2387,351416.4061201968
2407,194588.44965054185
2527,181836.59177114413
2514,127548.58845650325
629,151783.4308293813
80,227087.77595671156
1876,131936.75721486963
1546,120899.38207351019
2518,173585.1993364716
2347,167876.20119657132
783,221027.22358040418
1322,50856.5339580233
194,88010.58860758675
1770,290989.6103248532
2143,143326.11668267183
1229,210597.0439740812
511,286330.1026109091
46,210123.88478192425
1348,129209.87898892452
2465,186258.0966672036
387,222025.5696833565
873,222767.0882020452
1918,123402.49130988377
2764,238599.28681433064
2184,115172.55600095159
934,134127.37827260196
1920,132052.47163414094
2631,142123.35716665006
1768,566259.2900179875
2040,109765.1135462844
1749,207697.11666528892
834,240953.9673693376
1457,243891.00149568848
79,117412.4287660712
2302,129396.37674405376
1817,141968.96207762184
2755,231692.2860210696
359,166037.696573434
2059,105097.94267181508
2092,239105.41793238642
2516,218819.87704277434
150,123433.96875495183
1656,157766.34355777036
83,88906.5479261903
2411,179380.04099807193
795,75098.22963337085
2312,241976.6960757285
2917,127937.89606423612
1624,174940.06988994425
2215,303457.966340523
1211,153008.54414048308
1485,154197.96183406725
1024,183442.4272913081
570,185063.78084799738
2874,136865.04054652905
700,108656.46004476103
2756,204016.0871315647
2022,189269.1677088921
583,239020.44057217817
2392,394116.2538783074
2424,195968.61373161897
212,117175.12968823494
736,142616.9749967572
1610,153138.93233562997
890,113900.49575772739
467,188427.4871000686
578,189750.12598103195
1747,187609.72778586802
1149,163574.3446082991
2758,246379.2692853393
857,131659.72924194587
2219,302651.1561413904
733,115645.94954993285
2909,118468.83077149998
1798,255859.64504158485
235,94989.40887740915
2366,138037.98004242603
1027,136554.09615011915
1195,127053.54130529473
1303,65606.83949349033
148,181802.36817657124
608,169709.02591336233
2515,167188.53821548895
821,299302.68798833515
2500,279097.81853293296
745,102730.72747434577
741,121268.59117840303
1611,144269.92031121292
2532,121822.140372047
1081,219142.19897678855
1692,422934.3600124696
2520,172954.26341701133
276,105390.28663366799
1992,145307.60794776594
663,71702.76462753525
418,120522.48502355766
1733,177418.0232670825
2359,155852.63864565414
253,184030.87158981067
1518,186155.2306792383
2035,130747.90025284345
2919,94974.24274870199
1540,256440.05617152806
2120,159392.88201093502
1674,168646.92907280827
256,147583.91329819354
2361,103326.80222548492
978,90816.295173538
2280,160399.3625825863
2095,220256.95348820643
1709,349119.9075890077
2801,258884.47107930036
1246,106418.54764364657
2373,94721.09492287884
1055,293749.98508216726
2017,120690.77753091486
1099,279846.743516983
1344,99711.54149196908
835,197935.7157781815
1117,224973.77329294223
2043,92061.65570799912
2085,124605.18111314776
410,137054.66077844932
2650,118952.01432983845
2867,183263.16763998414
1668,119335.41336383647
1161,156388.18392846634
2122,168331.3484044382
2539,136472.29997882314
1047,138390.29752768145
1445,121253.07701209167
541,155827.92880207952
569,207345.09105248383
1276,101336.91991597734
918,133215.927637667
326,163989.83378759696
1936,123579.74724848669
895,98251.80285747905
257,148356.4002386428
1241,184608.90661734113
1545,124875.93195612986
1189,171920.46527930806
270,137876.05363774736
2066,187185.82034632654
693,107604.31014792487
1259,169135.04826286924
2916,145289.58537389408
2321,271929.5590271772
1977,125439.42762959644
1895,144381.0481773596
1240,166650.19776517508
85,151252.1229625369
1823,120118.27729049028
825,323503.4416307864
110,215119.5335022875
697,124596.33688861187
2297,123081.73503537125
1231,134572.34252931277
1355,127936.8050315824
968,382845.9439959754
584,218116.46989116914
1315,119055.86854104119
1606,151887.73770975263
206,105088.25030970218
1685,359233.98825090396
2016,141043.42979233596
869,215805.18330088866
2135,124008.33617256189
2346,181278.93796561557
2430,219463.88546711422
2198,87117.04096177296
2652,122670.70999471031
27,113232.26305773306
241,169695.18046670785
906,129269.3744067788
1506,144491.0765502088
2098,425529.6724560758
1435,218241.48446966606
2213,133529.5248537484
1274,130924.2892302423
743,74712.39858960928
1737,187687.0213699436
2797,281015.4277595219
2185,72077.51435372786
58,151917.83596256527
830,199915.44789390685
808,114760.56388748586
680,133251.6472594879
1153,119458.64180903585
1291,116102.97552814947
1818,126434.89986913819
2161,178243.6179474137
1883,119742.0707359151
350,344319.16482988244
2473,167424.15332325344
295,185231.08552114098
293,185656.50312015106
859,133534.5843360864
288,68978.33495771825
1578,150597.36032763723
102,153136.4729714298
2831,176271.7363559784
1030,164168.51583067002
2551,140637.03333883669
1286,143391.42925658828
958,330295.83329268004
776,130127.30930299932
72,233060.10668599393
2263,234883.6744829889
1866,152556.42710759916
2876,73731.14179875392
2146,259498.67091177392
103,157287.9246129464
1500,141409.52303148006
492,198372.20523676908
167,136759.75972871901
2597,110178.27655200352
2685,108553.93737133825
1035,155572.78935967185
1220,83374.78696693886
2602,149013.51079319097
2159,200391.75317861937
695,137623.00257875712
1109,246047.19997663522
640,177423.2629590318
1652,151528.167108103
2090,193661.97988202862
1188,184665.54904731474
2345,263397.45507317473
1059,423253.14785838115
2751,245925.0784829542
128,191987.80024882077
1523,130021.78998400827
2925,177265.9808862663
2145,301540.645105937
1121,198844.85436087137
566,268475.76167539833
565,244783.67556010434
1331,131496.51052724518
2928,135335.13715584375
156,139313.6497624233
797,135984.42844458646
327,101837.67635293369
2859,150855.33635157652
1453,117648.14684452575
1762,347503.46847642725
1868,212563.97233121097
1760,182884.58985381853
1113,235094.20638007927
1812,201861.77692201553
117,150465.74620849232
1142,210937.31231684526
2342,426904.9317403177
927,122706.87644398479
2478,204070.9970433991
655,87319.73818800606
2064,116409.7327624883
369,272196.9606324373
2239,109321.38781634724
2732,221386.86230966385
1653,168977.5179968702
959,228516.68322825336
2395,354156.43689870567
1412,135565.3481219986
271,252928.04945776874
1484,149588.63551886095
1497,150925.35202972082
552,134748.15118978347
2,119716.13873681393
1855,260700.9699659804
4,290270.62249909074
2292,162182.96857605994
134,145727.31203096505
646,106779.26835602502
42,326286.9347787856
532,219242.9775977534
713,95655.378146287
2561,125511.47346040394
2360,128150.34886702483
1333,129675.52708145487
1407,259413.01897779436
2892,297461.50048373395
574,213857.69837979693
1227,169264.66074096342
2591,227669.58365319096
1476,224470.7072749136
1125,294133.9888972905
1446,130479.18797432714
408,120288.68503253948
1101,300560.1918645282
2251,177950.38356671398
373,196929.18314809038
2554,127218.63621622972
2382,251414.89219381468
1985,86130.28907654015
519,217577.13904958437
1093,206142.05164374452
864,253876.6337913819
2889,144413.60982281165
2308,162581.31061686727
986,168211.8924890898
1302,146210.5774136801
585,161844.42052196217
2708,154048.73787365627
147,129585.97047420304
1441,228175.76109637873
383,178771.13885125585
285,140691.10069899357
181,106702.2864781644
358,182781.31223798142
780,95450.89199802937
258,198626.80639675068
1865,210219.27840854955
692,135405.41246703774
2902,330919.78317029495
508,258130.38984390776
2638,125778.42428009317
36,134433.38171048326
611,169812.38344149134
2281,131051.49227590134
1678,125851.45749076738
1696,428936.6411507871
1557,105346.1468295815
2180,163164.26846258683
1726,203353.12303919115
951,146844.25865330864
267,220900.17531037738
2706,134305.9147588056
2221,245043.2775791001
1357,173733.13552015982
2901,335537.97155316395
347,171745.74794707156
2164,191111.67891153405
1586,318981.34086510283
360,152228.48338288986
1769,247389.6792263526
2617,149897.3351693073
1879,138158.55052728957
991,230174.39253569255
1535,104319.90014426422
1191,134668.501670358
1579,193311.9100723605
1882,148671.2031723084
1510,136338.17280236742
2196,155074.94603513624
1845,157395.40249725856
2336,434499.7987589224
942,95048.8833172479
861,123405.31411729274
2555,111580.50029138483
1392,156748.36380482127
2099,254799.46678193973
1543,125553.40717692129
948,276645.63378406275
1239,154369.63934052616
22,171229.69190420522
2796,245855.23534992675
2747,181141.37444962634
92,298002.81732875446
210,154514.76308395292
1858,221003.6627490974
2228,151076.64824421337
447,212904.77256281563
827,259680.6315309094
1649,217165.47934181525
682,128994.7170066379
2698,106268.54276496416
494,155772.47076017308
214,56481.39900783342
2441,268367.7542480128
2679,104538.66614227423
1336,122079.9231925311
465,170726.69336728618
1524,130296.23612947958
2543,111150.14286853943
631,133862.0482606514
2452,305941.08157200506
228,147200.14064481726
126,162588.86979639734
1092,221602.63077562442
1122,207363.2007075142
932,182096.48797469088
1980,91617.35820743121
2171,112768.309131148
551,166430.0704192742
2768,171614.9690068217
2056,99957.52704355857
1159,338485.128406293
2645,134443.7035159991
1174,155427.90438003844
2266,223268.7542846598
2462,475675.98393494566
1219,142515.59217931156
2922,168138.1301087026
118,139584.66605722296
474,160460.97663967914
2576,152571.82915662142
872,308242.98618585797
1077,205225.5047545342
1536,135387.64049624867
1150,118867.65351766268
2341,294626.4278750806
1931,163568.6815274861
2785,133746.62216435556
2538,130077.35776357543
597,224215.55539843463
464,189255.6687209818
233,255826.00811322025
2169,125990.0109505801
2123,163280.1541710223
1867,174512.37708523974
137,237842.8037588934
515,227217.0960947308
933,117399.6481280609
2784,157779.8957788508
972,182755.01676393472
599,155825.0272974031
2614,107891.53328357245
2582,140348.9998150247
1409,171597.47327066917
175,73363.88394262029
352,212295.78196948595
976,106837.91803640084
2134,202336.04505580268
984,119104.4268873243
2396,392449.0765264502
1673,130646.7034400132
404,133505.27817416796
607,153400.25428714452
814,130744.00175589335
868,196838.27703228188
2271,206127.30724559558
1633,219418.98970902743
337,243057.8997499809
2765,188901.66098467144
1746,264548.19070976117
368,317362.9353277771
2806,214287.69670868132
1662,199079.6270015469
1234,236739.30431365603
1373,131282.48923138872
1672,121436.97016242307
1939,123049.38237498565
